Column1,word,type,v1,v2,v3,v4,v5,반의어,v6,동의어
11712,Labrador,NNP,  래브라도(흔히 맹도견으로 쓰이는 큰 개)  ,래브라도(흔히 맹도견으로 쓰이는 큰 개)  ,래브라도(흔히 맹도견으로 쓰이는 큰 개)  ,래브라도(흔히 맹도견으로 쓰이는 큰 개)  ,래브라도,,래브라도,NaN
11713,Labradorean,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11714,labradorite,NNP,[광물]  조회장석(曹灰長石)  ,  조회장석(曹灰長石)  ,  조회장석(曹灰長石)  ,  조회장석(曹灰長石)  ,조회장석,,조회장석,NaN
11715,Labridae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11716,Labroidea,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11717,Labrosaurus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11718,Labrus,NNP,[어류]  양놀래기과(科)의 물고기(Labrus mixtus) ((지중해·북해산(?))).  ,  양놀래기과(科)의 물고기(Labrus mixtus) ((지중해·북해산(?))),  양놀래기과(科)의 물고기(Labrus mixtus) ((지중해·북해산(?))),  양놀래기과(科)의 물고기(Labrus mixtus) ((지중해·북해산(?))),양놀래기과,,양놀래기과,NaN
11719,Laburnum,NNP,  나도싸리(노란 꽃송이가 늘어지게 피는 작은 나무)  ,나도싸리(노란 꽃송이가 늘어지게 피는 작은 나무)  ,나도싸리(노란 꽃송이가 늘어지게 피는 작은 나무)  ,나도싸리(노란 꽃송이가 늘어지게 피는 작은 나무)  ,나도싸리,,나도싸리,NaN
11720,Labyrinthibranchii,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11721,Labyrinthici,NNP,"  미기목(迷器目) Labyrinthici의 몇몇종의 담수어의 총칭, 아가미 위에 복잡한 주름이 있어서 물 밖으로 나와도 공기를 호흡할 수 있다, 동남아·아프리카산(産).  ",Longer,Longer,Longer,Longer,,Longer,NaN
11722,Labyrinthodon,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11723,Labyrinthodonta,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11724,Labyrinthula,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11725,Labyrinthulidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11726,Lacerta,NNP,[천문]  도마뱀자리: 케페우스좌(座)(Cepheus)와 페가수스좌(座)(Pegasus) 사이에 있는 북천(北天)의 성좌(星座).  ,Longer,Longer,Longer,Longer,,Longer,NaN
11727,Lacertae,NNP,[천문학]  도마뱀(별자리) BL형 천체((전파나 빛이 시간변동을 나타내는 준성(準星)과 비슷한 소형의 천체로 스펙트럼에 명료한 휘선(輝線)·흡수선을 나타내지 않는 것)).  ,Longer,Longer,Longer,Longer,,Longer,NaN
11728,Lacertidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11729,Lacertilia,NNP,"[생물학]  도마뱀 아목(亞目)((도마뱀의 한 계통, 뱀목의 측계통군))  ","  도마뱀 아목(亞目)((도마뱀의 한 계통, 뱀목의 측계통군))  ","  도마뱀 아목(亞目)((도마뱀의 한 계통, 뱀목의 측계통군))  ","  도마뱀 아목(亞目)((도마뱀의 한 계통, 뱀목의 측계통군))  ",도마뱀 아목,,도마뱀 아목,NaN
11730,Lachenalia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11731,Lachesis,NNP,"  [그리스신화] 라케시스 ((운명의 3여신(Fates)의 하나, 인간 생명의 실의 길이를 정함))  ","[그리스신화] 라케시스 ((운명의 3여신(Fates)의 하나, 인간 생명의 실의 길이를 정함))  ","[그리스신화] 라케시스 ((운명의 3여신(Fates)의 하나, 인간 생명의 실의 길이를 정함))  ","[그리스신화] 라케시스 ((운명의 3여신(Fates)의 하나, 인간 생명의 실의 길이를 정함))  ", 라케시스 ,, 라케시스 ,NaN
11732,Lachnanthes,NNP,"  백합과(科)에 가까운 Haemodoraceae과(科)에 속하는 북미산(産) 식물 Lachnanthes tinctoria: 검 모양의 잎, 털에 뒤덮인 꽃...      2.    ",Longer,Longer,Longer,Longer,,Longer,NaN
11733,Lachnosterna,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11734,Lacinaria,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11735,Laconian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11736,Laconic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,wordy,Not nouns,pithy
11737,Lacosomatidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11738,Lactarius,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11739,Lactobacillus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11740,Lactuca,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11741,Ladakhi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11742,Ladik,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11743,Ladino,NNP,"  라디노어(語): 스페인계 유태인이 쓰는 스페인어의 방언, 헤브라이 문자로 씌어진다.      2.    ",Longer,Longer,Longer,Longer,,Longer,NaN
11744,Ladytide,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11745,Laelia,NNP,[원예학]  레일리아  ,  레일리아  ,  레일리아  ,  레일리아  ,레일리아,,레일리아,NaN
11746,Laemodipoda,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11747,Laevigrada,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11748,Lafite,NNP,  라피트(프랑스 M?doc 지방산(?)의 클라레(claret))  ,라피트(프랑스 M?doc 지방산(?)의 클라레(claret))  ,라피트(프랑스 M?doc 지방산(?)의 클라레(claret))  ,라피트(프랑스 M?doc 지방산(?)의 클라레(claret))  ,라피트,,라피트,NaN
11749,Lagenaria,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11750,Lagerstroemia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11751,Lagetta,NNP,  서인도산(産) 서향과(科)의 나무 Lagetta lintearia. 내수피에서 레이스 모양의 섬유가 얻어진다.      2.    ,Longer,Longer,Longer,Longer,,Longer,NaN
11752,Lagomorpha,NNP,"  토끼목(目): 포유류의 한 목, 예전에는 설치(齧齒)목 Rodentia의 한 아목(亞目)으로 분류되고 있었다.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11753,Lagomyidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11754,Lagopus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11755,Lagorchestes,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11756,Lagostomus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11757,Lagothrix,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11758,Lagrangian,NNP,[물리학]  라그랑지안  ,  라그랑지안  ,  라그랑지안  ,  라그랑지안  ,라그랑지안,,라그랑지안,NaN
11759,Lagthing,NNP,"  (노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ","(노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ","(노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ","(노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ",.,,.,NaN
11760,Lagting,NNP,"  (노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ","(노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ","(노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ","(노르웨이 국회의) 상원(cf. STORT(H)ING, ODELST(H)ING).  ",.,,.,NaN
11761,Laguncularia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11762,Lagunero,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11763,Lagurus,NNP,"  포아풀과(科)의 라구루스(Lagurus ovatus) ((지중해 지방원산(原?) , 꽃꽂이·드라이플라워용(用))).      2.    ",Longer,Longer,Longer,Longer,,Longer,NaN
11764,Lahnda,NNP,  란다 어(인도 북서부와 파키스탄에서 사용하는 언어)  ,란다 어(인도 북서부와 파키스탄에서 사용하는 언어)  ,란다 어(인도 북서부와 파키스탄에서 사용하는 언어)  ,란다 어(인도 북서부와 파키스탄에서 사용하는 언어)  ,란다 어,,란다 어,NaN
11765,Lahontan,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11766,Lahuli,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11767,Lak,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11768,Lakota,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11769,Lallan,NNP,"  [종종 pl., 단수 취급] 스코틀랜드 저지의 사투리  ","[종종 pl., 단수 취급] 스코틀랜드 저지의 사투리  ","[종종 pl., 단수 취급] 스코틀랜드 저지의 사투리  ","[종종 pl., 단수 취급] 스코틀랜드 저지의 사투리  ", 스코틀랜드 저지의 사투리,, 스코틀랜드 저지의 사투리,NaN
11770,Lalland,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11771,Lamaism,NNP,"  라마교, 티베트 불교  ","라마교, 티베트 불교  ","라마교, 티베트 불교  ","라마교, 티베트 불교  ","라마교, 티베트 불교",,"라마교, 티베트 불교",NaN
11772,Lamaist,NNP,  라마교도  ,라마교도  ,라마교도  ,라마교도  ,라마교도,,라마교도,NaN
11773,Lamaistic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11774,Lamaite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11775,Lamanism,NNP,"[역사][외래어]  라만(Chandrasekhara Venkata Raman, 1888-1970). [인도의 물리학자. 빛이 투명물질을 통과하면 파장이 변화가 생긴다는 라만효과를 발견하였음. 저서로  등이 있음. 1930년 노벨 물리학상을 받았음.]  ",[외래어,[외래어,[외래어,[외래어,,[외래어,NaN
11776,Lamanite,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11777,Lamano,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11778,Lamarckia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11779,Lamarckian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11780,Lamarckianism,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11781,Lamarckism,NNP,"  라마르크의 진화론, 라마르크설  ","라마르크의 진화론, 라마르크설  ","라마르크의 진화론, 라마르크설  ","라마르크의 진화론, 라마르크설  ","라마르크의 진화론, 라마르크설",,"라마르크의 진화론, 라마르크설",NaN
11782,Lamba,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11783,Lambadi,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11784,lamber,NNP,"  출산기의 암양(羊)을 지키는 사람 , 출산기의 암양.  ","출산기의 암양(羊)을 지키는 사람 , 출산기의 암양.  ","출산기의 암양(羊)을 지키는 사람 , 출산기의 암양.  ","출산기의 암양(羊)을 지키는 사람 , 출산기의 암양.  ","출산기의 암양을 지키는 사람 , 출산기의 암양.",experienced,"출산기의 암양을 지키는 사람 , 출산기의 암양.",innocent
11785,Lamblia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11786,Lamellaria,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11787,Lamellariidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11788,Lamellibranchia,NNP,[해양과학]  판새류 (瓣?類)  ,  판새류 (瓣?類)  ,  판새류 (瓣?類)  ,  판새류 (瓣?類)  ,판새류 ,,판새류 ,NaN
11789,Lamellibranchiata,NNP,[지질학]  라멜리브란키아타  ,  라멜리브란키아타  ,  라멜리브란키아타  ,  라멜리브란키아타  ,라멜리브란키아타,,라멜리브란키아타,NaN
11790,Lamellicornes,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11791,Lamellicornia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11792,Lamellirostres,NNP,"[조류]  편취류(扁嘴類) Lamellirostres의: 부리 언저리에 빗살 모양의 널과 같은 이가 있어 음식물에서 물과 진흙을 제거하는 물새의 옛 분류, 오늘날의 기러기 오리목(目)(기러기·오리·백조·플라밍고 따위)과 같은.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11793,Lamiaceae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11794,Lamiidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11795,Lamiides,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11796,Lamiinae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11797,Laminaria,NNP,[수산학]  다시마      2.    ,  다시마      2,  다시마      2,  다시마      2,다시마 2,,다시마 2,NaN
11798,Laminariaceae,NNP,[생약학]  미역과  ,  미역과  ,  미역과  ,  미역과  ,미역과,,미역과,NaN
11799,Laminariales,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11800,Lamista,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11801,Lamium,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11802,Lammas,NNP,"[영]  래머스 데이, 수확제(收穫祭) ((옛날 8월 1일에 행하여졌음))      2.    ","  래머스 데이, 수확제(收穫祭) ((옛날 8월 1일에 행하여졌음))      2","  래머스 데이, 수확제(收穫祭) ((옛날 8월 1일에 행하여졌음))      2","  래머스 데이, 수확제(收穫祭) ((옛날 8월 1일에 행하여졌음))      2","래머스 데이, 수확제 2",,"래머스 데이, 수확제 2",NaN
11803,Lammastide,NNP,  수확제(祭) (Lammas)의 계절.  ,수확제(祭) (Lammas)의 계절.  ,수확제(祭) (Lammas)의 계절.  ,수확제(祭) (Lammas)의 계절.  ,수확제의 계절.,,수확제의 계절.,NaN
11804,Lamna,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11805,Lamnidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11806,Lampong,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11807,Lampridae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11808,Lampsilis,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11809,Lampsilus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11810,Lampyridae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11811,Lampyris,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11812,Lamut,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11813,Lanao,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11814,Lanarkia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11815,Lancasterian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11816,Lancastrian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11817,Lance,NNP,"  남자 이름 ((Lancelot, Launcelot의 애칭))  ","남자 이름 ((Lancelot, Launcelot의 애칭))  ","남자 이름 ((Lancelot, Launcelot의 애칭))  ","남자 이름 ((Lancelot, Launcelot의 애칭))  ",남자 이름 ,mend,남자 이름 ,cut
11818,Landolphia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11819,Landsmaal,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11820,Landsturm,NNP,"  (독일·스위스의) 전시의 국민군 (소집), 국가 총동원  ","(독일·스위스의) 전시의 국민군 (소집), 국가 총동원  ","(독일·스위스의) 전시의 국민군 (소집), 국가 총동원  ","(독일·스위스의) 전시의 국민군 (소집), 국가 총동원  ",", 국가 총동원",,", 국가 총동원",NaN
11821,Landuman,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11822,Landwehr,NNP,[군사]  예비군 ((독일·스위스·오스트리아의))  ,  예비군 ((독일·스위스·오스트리아의))  ,  예비군 ((독일·스위스·오스트리아의))  ,  예비군 ((독일·스위스·오스트리아의))  ,예비군 ,,예비군 ,NaN
11823,Lango,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11824,Langobard,NNP,  랑고바르드 인(人)(=LOMBARD)  ,랑고바르드 인(人)(=LOMBARD)  ,랑고바르드 인(人)(=LOMBARD)  ,랑고바르드 인(人)(=LOMBARD)  ,랑고바르드 인,,랑고바르드 인,NaN
11825,Langsdorffia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11826,Langshan,NNP,"  랑산(狼山): 닭의 한 품종; 크고 검은색 또는 흰색, 속살은 희다; 볏이 하나이고 암갈색 달걀을 낳는다; 아시아, 특히 중국산(産) 집닭.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11827,Laniidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11828,Laniinae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11829,Lanius,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11830,Lantana,NNP,[식물]  란타나 ((관상용))  ,  란타나 ((관상용))  ,  란타나 ((관상용))  ,  란타나 ((관상용))  ,란타나 ,,란타나 ,NaN
11831,Lanthanotidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11832,Lanthanotus,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11833,Lao,NNP,"  라오 족, [U] 라오 말 ((태국 북부에서 라오스에 걸쳐 쓰이는 말, 타이 어에 가까움))  ","라오 족, [U] 라오 말 ((태국 북부에서 라오스에 걸쳐 쓰이는 말, 타이 어에 가까움))  ","라오 족, [U] 라오 말 ((태국 북부에서 라오스에 걸쳐 쓰이는 말, 타이 어에 가까움))  ","라오 족, [U] 라오 말 ((태국 북부에서 라오스에 걸쳐 쓰이는 말, 타이 어에 가까움))  ","라오 족,  라오 말 ",,"라오 족,  라오 말 ",NaN
11834,Laodicean,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11835,Laodiceanism,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11836,Lapageria,NNP,"  백합덩굴풀의 일종 Lapageria rosea: 칠레의 국화(國花), 피질(皮質)의 잎과 적갈색의 꽃이 핀다.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11837,Laparosticti,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11838,Lapeirousia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11839,Lapith,NNP,[그리스 신화]  라피테스: 라피테스족(族)(Lapith)의 왕 Pirithous의 결혼식에서 술에 취한 반인 반마(半人半馬)의 괴물 켄타우로스(centaurs)가 일으킨 싸움에서 패배한 사람들.  ,Longer,Longer,Longer,Longer,,Longer,NaN
11840,Lapithae,NNP,"[그리스 신화]  피리토우스: Thessaly의 Lapithae족의 왕으로 Theseus의 친구, 그와 함께 저승의 여왕 Persephone을 유괴하려 했으나 실패했다.  ",Longer,Longer,Longer,Longer,,Longer,NaN
11841,Lapithaean,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11842,Lapland,NNP,  라플란드 ((유럽 최북부의 지역))  ,라플란드 ((유럽 최북부의 지역))  ,라플란드 ((유럽 최북부의 지역))  ,라플란드 ((유럽 최북부의 지역))  ,라플란드 ,,라플란드 ,NaN
11843,Laplander,NNP,  라플란드 사람(Lapp)  ,라플란드 사람(Lapp)  ,라플란드 사람(Lapp)  ,라플란드 사람(Lapp)  ,라플란드 사람,,라플란드 사람,NaN
11844,Laplandian,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11845,Laplandic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11846,Laplandish,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11847,Laportea,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11848,Lappa,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11849,Lappic,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11850,Lappula,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11851,Lapsana,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11852,Laputa,NNP,"  라퓨터 섬 ((공상에 잠긴 인간들이 사는, 공중에 떠 있는 섬; Swift작 Gulliver’s Travels에서))  ",Longer,Longer,Longer,Longer,,Longer,NaN
11853,Laputan,NNP,"  라퓨터 섬 사람, 공상가      2.    [형용사]  라퓨터 섬 사람의      3.    [형용사]  공상적인, 터무니없는, 불합리한(absurd)  ",Longer,Longer,Longer,Longer,,Longer,NaN
11854,Lar,NNP,LARES의 단수  ,LARES의 단수  ,LARES의 단수  ,LARES의 단수  ,LARES의 단수,,LARES의 단수,NaN
11855,Laralia,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11856,Laramide,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11857,Lardizabalaceae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11858,Larentiidae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11859,Lari,NNP,  라리(그루지아의 화폐 단위).  ,라리(그루지아의 화폐 단위).  ,라리(그루지아의 화폐 단위).  ,라리(그루지아의 화폐 단위).  ,라리.,,라리.,NaN
11860,Laria,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
11861,Laridae,NNP,Not nouns,Not nouns,Not nouns,Not nouns,Not nouns,,Not nouns,NaN
